maybe, definitely_not, false_positive
6 , 59887 , 4
3 , 59738 , 0
30 , 57912 , 4
79 , 58361 , 28
73 , 55115 , 1
66 , 58679 , 0
17 , 59077 , 1
32 , 55595 , 0
18 , 58804 , 6
52 , 61424 , 1
6 , 59689 , 2
4 , 59866 , 0
37 , 58657 , 0
15 , 59138 , 0
28 , 57581 , 2
12 , 59078 , 6
10 , 59548 , 4
23 , 58877 , 0
4 , 60209 , 1
36 , 58635 , 8
6 , 58571 , 2
4 , 59458 , 0
120 , 57951 , 2
6 , 59394 , 0
13 , 58997 , 0
17 , 59390 , 1
15 , 59967 , 0
7 , 59705 , 0
4 , 59770 , 0
16 , 58640 , 0
12 , 59666 , 1
3 , 59484 , 0
35 , 57592 , 8
16 , 58893 , 4
12 , 59665 , 4
128 , 59387 , 124
18 , 58281 , 4
8 , 60310 , 0
23 , 58475 , 1
32 , 62855 , 3
3 , 59811 , 0
98 , 58802 , 84
3 , 59695 , 0
43 , 56898 , 3
40 , 58719 , 22
130 , 59664 , 117
5 , 59759 , 0
40 , 59317 , 5
14 , 59484 , 5
2 , 59562 , 0
9 , 61131 , 1
19 , 59272 , 0
290 , 58503 , 5
13 , 58932 , 1
2 , 59808 , 0
13 , 59293 , 1
144 , 55226 , 43
14 , 59170 , 8
12 , 59750 , 4
9 , 59539 , 0
9 , 59977 , 1
14 , 59566 , 10
2 , 60114 , 0
146 , 59242 , 104
4 , 59758 , 2
17 , 59878 , 3
12 , 58796 , 1
135 , 55262 , 8
20 , 58682 , 4
11 , 59543 , 0
5 , 59992 , 1
46 , 60029 , 6
7 , 59680 , 0
37 , 59045 , 13
113 , 60899 , 2
2 , 59636 , 0
38 , 58790 , 11
7 , 59895 , 0
5 , 59630 , 0
13 , 60565 , 2
15 , 58994 , 2
51 , 59725 , 0
5 , 59743 , 0
19 , 59588 , 0
24 , 59027 , 9
229 , 62652 , 34
35 , 58451 , 0
8 , 59534 , 0
8 , 55810 , 0
12 , 59342 , 5
2 , 59637 , 0
9 , 59304 , 0
14 , 59431 , 0
2 , 60080 , 0
124 , 58161 , 1
19 , 57863 , 1
354 , 53848 , 280
29 , 56920 , 2
41 , 59781 , 7
3 , 59553 , 0
16 , 59359 , 1
15 , 58536 , 1
9 , 59653 , 3
7 , 59694 , 0
102 , 57117 , 34
36 , 61323 , 1
25 , 59877 , 1
14 , 59875 , 12
50 , 59760 , 8
51 , 57007 , 7
10 , 59737 , 2
46 , 62293 , 1
4 , 60082 , 0
9 , 60892 , 4
22 , 59650 , 17
15 , 58858 , 0
13 , 59431 , 5
6 , 59797 , 2
37 , 58964 , 0
57 , 60728 , 3
5 , 60020 , 0
121 , 62614 , 100
15 , 59502 , 1
9 , 59516 , 0
6 , 59589 , 0
2 , 59678 , 0
7 , 62433 , 0
73 , 60491 , 0
68 , 59102 , 5
10 , 59869 , 0
18 , 59541 , 0
103 , 51690 , 10
0 , 60067 , 0
13 , 59155 , 5
8 , 59624 , 0
30 , 58825 , 10
11 , 59848 , 0
62 , 58553 , 17
78 , 61709 , 0
1 , 60066 , 0
14 , 60087 , 4
16 , 58690 , 1
9 , 59801 , 1
54 , 60579 , 3
14 , 59694 , 6
52 , 55984 , 2
100 , 56257 , 1
16 , 59548 , 0
13 , 58787 , 0
8 , 60197 , 1
68 , 62410 , 0
39 , 58433 , 2
6 , 59990 , 0
460 , 54957 , 59
45 , 43662 , 3
8 , 59587 , 1
18 , 59657 , 13
2 , 59768 , 0
33 , 56367 , 1
25 , 58097 , 1
88 , 56254 , 5
10 , 57517 , 0
12 , 59627 , 9
20 , 59237 , 6
112 , 61548 , 2
2 , 59852 , 0
295 , 57355 , 231
80 , 54952 , 9
66 , 55824 , 3
181 , 48446 , 0
9 , 57991 , 0
70 , 58704 , 4
3 , 59736 , 1
9 , 60002 , 0
5 , 59913 , 1
9 , 60195 , 1
54 , 59500 , 7
10 , 59202 , 0
22 , 58256 , 2
25 , 58128 , 0
2 , 60009 , 0
206 , 57035 , 0
48 , 58417 , 0
6 , 59758 , 2
6 , 59726 , 0
17 , 58850 , 0
10 , 60213 , 0
3 , 59557 , 0
87 , 73361 , 12
10 , 59278 , 0
459 , 56266 , 357
19 , 58790 , 0
8 , 59671 , 0
14 , 59218 , 1
102 , 56613 , 8
54 , 59667 , 51
6 , 59893 , 6
7 , 60338 , 1
97 , 55177 , 2
13 , 59889 , 0
68 , 57976 , 1
31 , 59119 , 14
31 , 59085 , 4
4 , 59682 , 2
5 , 59687 , 0
370 , 59483 , 367
15 , 60417 , 7
3 , 59513 , 0
9 , 60471 , 1
61 , 63006 , 0
18 , 59021 , 4
90 , 55627 , 5
8 , 58794 , 0
3 , 59716 , 0
9 , 58316 , 0
7 , 59829 , 1
135 , 62025 , 18
95 , 60775 , 2
104 , 57676 , 1
22 , 60050 , 0
3 , 59711 , 0
48 , 61259 , 1
4 , 59798 , 1
12 , 59576 , 0
4 , 60411 , 0
30 , 58467 , 3
81 , 57654 , 0
4 , 59867 , 0
21 , 60177 , 0
33 , 58703 , 19
16 , 57706 , 0
27 , 60179 , 1
10 , 59775 , 0
8 , 60336 , 0
12 , 59317 , 1
42 , 58416 , 2
1425 , 53723 , 1225
15 , 59653 , 1
7 , 59770 , 0
4 , 59795 , 0
4 , 59854 , 0
4 , 59269 , 1
4 , 59885 , 0
8 , 59766 , 0
316 , 60929 , 6
5 , 60141 , 3
128 , 54452 , 4
1 , 60066 , 0
5 , 58640 , 0
12 , 60152 , 1
21 , 59844 , 19
23 , 61545 , 1
20 , 59619 , 0
56 , 57724 , 3
14 , 59235 , 1
4 , 59648 , 1
3 , 59723 , 0
311 , 62570 , 2
11 , 60447 , 1
4 , 59866 , 0
4 , 59340 , 1
8 , 59120 , 1
17 , 59318 , 0
51 , 57345 , 0
14 , 58660 , 2
113 , 57380 , 0
24 , 58726 , 1
37 , 61426 , 0
7 , 60103 , 4
32 , 59241 , 0
9 , 59480 , 3
355 , 50796 , 62
24 , 60280 , 1
119 , 54606 , 11
10 , 59410 , 4
46 , 59580 , 8
26 , 59331 , 7
14 , 59608 , 11
315 , 61831 , 49
37 , 58254 , 7
9 , 42871 , 3
6 , 59514 , 0
448 , 58954 , 433
20 , 59386 , 8
8 , 59308 , 1
9 , 58412 , 0
92 , 59725 , 87
7 , 59815 , 1
27 , 59222 , 3
6 , 59480 , 0
20 , 60638 , 0
20 , 59740 , 1
32 , 59517 , 29
13 , 60155 , 0
22 , 49793 , 2
195 , 57062 , 141
2 , 59777 , 0
28 , 59400 , 11
53 , 62271 , 2
12 , 58561 , 1
27 , 60739 , 1
44 , 57600 , 19
0 , 60067 , 0
53 , 61451 , 0
58 , 71900 , 1
23 , 59542 , 19
18 , 59220 , 2
5 , 59758 , 1
10 , 59178 , 2
10 , 59067 , 2
52 , 59302 , 41
4 , 59556 , 0
116 , 56433 , 0
16 , 59512 , 0
14 , 59326 , 1
4 , 59734 , 0
7 , 59689 , 0
9 , 59436 , 1
131 , 56442 , 1
69 , 56415 , 8
55 , 58205 , 8
4 , 59872 , 0
9 , 59719 , 0
8 , 59615 , 0
13 , 59684 , 2
21 , 59801 , 2
19 , 58623 , 4
10 , 60325 , 0
3 , 59735 , 0
99 , 53175 , 9
50 , 56568 , 1
11 , 58775 , 0
135 , 57852 , 94
3 , 59900 , 1
66 , 60547 , 0
1124 , 74110 , 18
21 , 60888 , 7
32 , 60824 , 0
5 , 59601 , 0
26 , 60302 , 17
287 , 67942 , 1
32 , 58139 , 1
14 , 59919 , 10
6 , 60015 , 0
7 , 61009 , 0
10 , 59711 , 8
23 , 59143 , 0
11 , 59807 , 1
6 , 59748 , 1
1 , 59964 , 0
1003 , 58288 , 985
14 , 60235 , 0
30 , 55274 , 0
8 , 59544 , 0
9 , 59863 , 4
21 , 59064 , 0
2 , 59883 , 1
99 , 58851 , 68
13 , 59286 , 2
7 , 59798 , 3
4 , 59605 , 0
6 , 58970 , 2
23 , 60570 , 0
6 , 59508 , 0
9 , 58845 , 0
1 , 59898 , 0
14 , 60076 , 6
12 , 59780 , 7
3 , 59748 , 1
57 , 56946 , 33
41 , 59099 , 6
6 , 59199 , 2
3 , 60162 , 0
155 , 55349 , 1
9 , 41621 , 3
3 , 59900 , 1
2 , 60080 , 0
44 , 57633 , 0
2 , 60009 , 0
10 , 59068 , 1
11 , 64185 , 0
34 , 59712 , 23
9 , 59623 , 4
49 , 58169 , 6
3 , 59569 , 0
9 , 60397 , 4
29 , 62876 , 2
9 , 60177 , 0
58 , 59638 , 52
10 , 58822 , 0
9 , 59922 , 0
193 , 59328 , 1
385 , 57187 , 352
8 , 59673 , 4
8 , 59434 , 1
604 , 45359 , 12
7 , 59499 , 2
236 , 46085 , 3
54 , 59639 , 0
17 , 58824 , 6
13 , 58724 , 1
7 , 59759 , 1
4 , 59786 , 1
220 , 56038 , 141
71 , 57837 , 6
21 , 59966 , 8
115 , 60045 , 12
24 , 58749 , 0
34 , 62011 , 14
14 , 59713 , 0
0 , 60067 , 0
162 , 57374 , 127
208 , 67964 , 6
56 , 59032 , 44
130 , 58406 , 10
49 , 60208 , 25
8 , 59282 , 0
6 , 59634 , 3
4 , 59779 , 1
35 , 60384 , 5
26 , 64086 , 1
18 , 60024 , 15
9 , 59488 , 0
36 , 56708 , 7
34 , 59250 , 1
13 , 59046 , 0
9 , 58998 , 1
160 , 55042 , 27
9 , 59717 , 0
16 , 59236 , 6
19 , 59537 , 0
18 , 62089 , 1
79 , 59829 , 26
11 , 60168 , 1
66 , 58142 , 2
64 , 57955 , 0
132 , 57881 , 2
5 , 59723 , 0
46 , 59185 , 17
12 , 59555 , 2
28 , 59141 , 1
16 , 44846 , 3
6 , 59597 , 0
53 , 61762 , 0
44 , 58381 , 3
33 , 60135 , 0
27 , 58473 , 4
11 , 59706 , 0
37 , 57862 , 2
26 , 59594 , 10
23 , 59002 , 1
16 , 60201 , 5
75 , 55488 , 8
7 , 60167 , 0
3 , 59683 , 1
9 , 59283 , 0
20 , 58801 , 0
7 , 59592 , 1
3 , 59583 , 0
16 , 59292 , 0
852 , 42314 , 17
7 , 59174 , 0
62 , 56933 , 1
88 , 73875 , 10
196 , 57924 , 150
3 , 59536 , 0
427 , 59044 , 420
12 , 59460 , 2
6 , 59834 , 0
58 , 57516 , 16
7 , 59172 , 0
9 , 59170 , 0
14 , 59516 , 0
11 , 59450 , 1
163 , 57932 , 6
493 , 51528 , 3
116 , 51749 , 13
2 , 60297 , 0
16 , 58550 , 5
34 , 53612 , 3
11 , 59383 , 0
14 , 59096 , 1
7 , 59668 , 5
0 , 60067 , 0
3 , 59658 , 1
48 , 59986 , 2
3 , 59538 , 0
24 , 59399 , 0
37 , 59402 , 6
2 , 59764 , 0
86 , 56666 , 15
60 , 58029 , 0
43 , 58487 , 1
26 , 59713 , 1
14 , 59778 , 11
36 , 58555 , 24
4 , 59849 , 1
41 , 59534 , 1
41 , 58595 , 2
13 , 59444 , 0
3 , 60024 , 0
4 , 59874 , 0
7 , 60087 , 0
5 , 59527 , 0
9 , 59974 , 5
45 , 62708 , 0
6 , 58953 , 2
75 , 57408 , 30
14 , 58743 , 2
35 , 60518 , 3
82 , 58740 , 0
11 , 59667 , 7
4 , 59817 , 1
50 , 57930 , 0
8 , 60876 , 0
10 , 59575 , 0
31 , 58488 , 1
209 , 60006 , 24
42 , 59839 , 0
82 , 57134 , 2
29 , 57810 , 5
18 , 59569 , 2
5 , 59825 , 0
6 , 59332 , 0
20 , 63552 , 0
8 , 59827 , 2
16 , 59728 , 1
5 , 58758 , 1
74 , 54754 , 4
7 , 59592 , 1
9 , 59588 , 0
51 , 58577 , 8
269 , 57262 , 189
11 , 59299 , 2
6 , 59751 , 0
266 , 54864 , 202
5 , 60099 , 2
107 , 60060 , 100
11 , 59727 , 7
59 , 57945 , 3
11 , 59289 , 0
6 , 59222 , 0
12 , 59940 , 8
37 , 57729 , 2
28 , 57795 , 1
5 , 59496 , 0
27 , 57633 , 1
51 , 57235 , 5
66 , 57336 , 15
16 , 59268 , 2
9 , 60086 , 2
19 , 59783 , 10
7 , 59745 , 0
4 , 60016 , 0
25 , 59069 , 1
15 , 59012 , 1
7 , 59541 , 0
8 , 60001 , 5
13 , 59589 , 9
14 , 59057 , 8
10 , 59808 , 3
59 , 58887 , 0
26 , 60563 , 2
217 , 52552 , 1
7 , 59419 , 4
81 , 56188 , 2
26 , 59144 , 4
4 , 59807 , 0
8 , 59446 , 0
3 , 59787 , 0
15 , 61332 , 0
3 , 60238 , 0
5 , 59826 , 0
81 , 63598 , 6
53 , 57909 , 17
4 , 60513 , 1
13 , 59233 , 7
15 , 59915 , 0
18 , 58868 , 5
6 , 59795 , 4
125 , 63866 , 25
5 , 59686 , 0
22 , 58943 , 5
136 , 57483 , 1
111 , 55631 , 1
23 , 58123 , 6
509 , 57048 , 72
3 , 59798 , 1
2 , 59846 , 0
26 , 58864 , 3
45 , 60548 , 15
17 , 60464 , 2
2 , 59960 , 0
36 , 61239 , 0
18 , 58980 , 1
4 , 60063 , 1
5 , 59423 , 1
15 , 60383 , 0
8 , 59482 , 2
3 , 59757 , 0
73 , 57526 , 4
9 , 60537 , 1
684 , 56564 , 647
21 , 60226 , 18
860 , 58710 , 824
143 , 53070 , 6
26 , 58699 , 0
4 , 59706 , 0
41 , 57696 , 0
88 , 59719 , 1
7 , 59234 , 0
3 , 59961 , 0
114 , 58387 , 81
50 , 59260 , 39
20 , 56679 , 2
19 , 59763 , 0
240 , 56518 , 72
36 , 58624 , 0
62 , 59710 , 53
21 , 60416 , 10
3 , 59841 , 1
2 , 59798 , 0
8 , 59538 , 0
7 , 59290 , 0
36 , 60984 , 5
3 , 59765 , 0
56 , 59479 , 13
10 , 56552 , 2
9 , 59581 , 2
5 , 59737 , 1
9 , 59504 , 1
24 , 59193 , 4
4 , 59682 , 2
3 , 59893 , 3
51 , 58460 , 1
6 , 59804 , 1
8 , 59698 , 4
7 , 59407 , 0
51 , 58148 , 4
8 , 59701 , 2
30 , 59360 , 25
5 , 59715 , 0
12 , 59100 , 0
12 , 61344 , 4
2 , 59690 , 0
136 , 58829 , 128
59 , 55978 , 1
10 , 60082 , 0
42 , 58210 , 0
6 , 59718 , 3
51 , 59203 , 36
5 , 59689 , 0
31 , 58096 , 7
84 , 63910 , 11
2 , 59848 , 0
26 , 59820 , 1
5 , 59471 , 0
65 , 57121 , 5
2 , 59673 , 0
10 , 57155 , 0
6 , 59778 , 3
104 , 52631 , 1
52 , 60450 , 4
45 , 60627 , 29
25 , 55339 , 1
12 , 58971 , 0
63 , 58275 , 2
13 , 60232 , 0
266 , 63706 , 103
4 , 59618 , 0
52 , 56971 , 0
59 , 61901 , 25
185 , 61311 , 3
8 , 59615 , 1
8 , 59346 , 0
10 , 59828 , 0
7 , 59888 , 0
18 , 56131 , 2
29 , 59608 , 1
29 , 44842 , 0
48 , 56366 , 0
3 , 59927 , 1
23 , 53789 , 10
49 , 57364 , 6
74 , 56817 , 0
7 , 59728 , 0
3 , 50516 , 1
33 , 60941 , 0
71 , 58607 , 52
5 , 59699 , 0
11 , 59286 , 5
42 , 56772 , 1
62 , 57412 , 3
16 , 58953 , 1
72 , 55005 , 3
25 , 61275 , 1
6 , 59661 , 0
5 , 59556 , 0
34 , 57261 , 0
39 , 59518 , 14
29 , 60723 , 2
15 , 59907 , 0
40 , 57387 , 6
3 , 59769 , 0
33 , 60764 , 4
5 , 59689 , 0
3 , 60068 , 1
22 , 59431 , 13
108 , 61438 , 4
80 , 58029 , 27
396 , 59460 , 337
18 , 60112 , 1
34 , 58818 , 9
14 , 59513 , 4
11 , 59791 , 0
15 , 59392 , 0
2 , 59684 , 0
164 , 53444 , 7
9 , 59754 , 3
4 , 59374 , 0
27 , 59691 , 18
199 , 52380 , 13
36 , 59821 , 23
11 , 61476 , 0
6 , 59769 , 1
50 , 57284 , 30
13 , 58791 , 0
133 , 58820 , 4
8 , 59294 , 0
2 , 59869 , 0
40 , 58123 , 8
11 , 59275 , 0
83 , 63300 , 2
5 , 59711 , 0
47 , 61349 , 14
209 , 58102 , 195
145 , 59656 , 143
181 , 53911 , 0
15 , 60473 , 1
3 , 59773 , 0
68 , 58143 , 0
28 , 58828 , 1
5 , 59714 , 2
2 , 59764 , 0
13 , 59653 , 1
32 , 59192 , 3
8 , 59563 , 0
154 , 63420 , 2
2 , 60009 , 0
5 , 59858 , 1
11 , 59540 , 0
12 , 59600 , 8
67 , 58095 , 19
875 , 79661 , 4
18 , 59332 , 7
14 , 59073 , 0
61 , 57902 , 27
9 , 59433 , 1
26 , 59469 , 3
6 , 59838 , 4
4 , 59917 , 0
101 , 59639 , 6
26 , 58765 , 2
6 , 59851 , 0
3 , 59693 , 1
6 , 59912 , 1
14 , 59516 , 0
40 , 60143 , 15
5 , 59647 , 0
27 , 57809 , 0
15 , 59217 , 4
30 , 57702 , 3
32 , 58600 , 1
18 , 58766 , 0
79 , 56048 , 0
9 , 59738 , 5
11 , 56868 , 0
5 , 59956 , 0
63 , 60127 , 0
30 , 58235 , 6
41 , 58517 , 25
2 , 59966 , 0
4 , 59641 , 1
11 , 59309 , 0
10 , 60070 , 1
9 , 59469 , 1
33 , 60996 , 3
15 , 60341 , 0
37 , 61475 , 4
45 , 57987 , 0
21 , 60836 , 1
49 , 59816 , 0
109 , 55672 , 35
8 , 58951 , 0
35 , 57851 , 6
15 , 59463 , 2
9 , 60112 , 4
3 , 59507 , 0
40 , 60920 , 3
15 , 59948 , 5
51 , 58271 , 3
12 , 59605 , 2
17 , 58121 , 1
2 , 59738 , 0
79 , 56354 , 6
1 , 60066 , 0
21 , 58702 , 0
0 , 60067 , 0
25 , 60937 , 0
47 , 31195 , 8
11 , 60182 , 0
6 , 59825 , 1
17 , 59918 , 3
177 , 62593 , 42
6 , 59506 , 1
35 , 59988 , 1
4 , 59776 , 0
123 , 56594 , 10
21 , 59541 , 0
7 , 60310 , 0
61 , 58375 , 5
17 , 60057 , 2
13 , 59639 , 7
5 , 59567 , 2
125 , 57842 , 3
226 , 59626 , 224
166 , 67341 , 3
33 , 58914 , 0
86 , 71053 , 0
28 , 48508 , 3
48 , 59388 , 0
25 , 61409 , 0
5 , 59832 , 1
15 , 60329 , 1
293 , 68282 , 215
107 , 55220 , 21
129 , 57399 , 99
3 , 59558 , 0
104 , 57382 , 13
50 , 56801 , 6
6 , 59908 , 0
5 , 59519 , 1
3 , 59709 , 0
15 , 60866 , 0
2 , 59764 , 0
8 , 62776 , 0
17 , 61916 , 5
1 , 59898 , 1
26 , 57741 , 5
10 , 59667 , 4
30 , 59096 , 5
32 , 59662 , 25
27 , 59476 , 0
16 , 58721 , 1
30 , 58164 , 5
1007 , 74216 , 252
3 , 60070 , 0
149 , 61614 , 13
6 , 60129 , 0
2 , 59720 , 0
18 , 60366 , 0
1 , 59898 , 0
127 , 61610 , 1
99 , 46473 , 1
15 , 60878 , 0
27 , 60715 , 1
5 , 59886 , 1
66 , 58689 , 34
52 , 57302 , 12
166 , 55657 , 58
41 , 60110 , 1
5 , 59846 , 1
15 , 59781 , 7
22 , 59831 , 18
18 , 58462 , 3
5 , 59630 , 0
5 , 59689 , 0
21 , 59502 , 18
46 , 58094 , 1
3 , 59623 , 0
5 , 59544 , 0
8 , 59719 , 0
21 , 58973 , 0
9 , 59246 , 1
88 , 54736 , 9
92 , 57957 , 4
36 , 63505 , 1
145 , 57481 , 0
39 , 59015 , 7
5 , 59770 , 0
9 , 59371 , 1
40 , 56700 , 5
664 , 68199 , 4
24 , 59031 , 5
0 , 60067 , 0
15 , 59497 , 6
22 , 58659 , 8
108 , 58656 , 3
12 , 59934 , 8
54 , 60448 , 0
24 , 56946 , 3
6 , 59954 , 0
81 , 59885 , 76
4 , 59864 , 0
2 , 59827 , 0
27 , 58891 , 12
1 , 60066 , 0
47 , 58294 , 0
25 , 59804 , 0
150 , 56421 , 3
5 , 59857 , 0
14 , 59997 , 0
319 , 60735 , 241
6 , 59556 , 0
6 , 59226 , 0
55 , 44861 , 9
15 , 58860 , 0
84 , 57537 , 26
84 , 62085 , 0
6 , 60489 , 0
15 , 59065 , 2
5 , 59488 , 2
34 , 57707 , 5
37 , 59647 , 35
199 , 63626 , 17
29 , 57268 , 5
19 , 50890 , 9
9 , 59366 , 0
23 , 59218 , 2
2 , 59626 , 0
145 , 56841 , 8
81 , 58025 , 1
10 , 59372 , 4
7 , 59697 , 0
9 , 60244 , 2
11 , 59783 , 0
8 , 59535 , 0
5 , 59880 , 1
10 , 59199 , 3
6 , 59614 , 3
13 , 59874 , 9
5 , 59756 , 0
14 , 57463 , 3
25 , 60591 , 1
13 , 60195 , 0
52 , 57529 , 3
16 , 59742 , 3
133 , 54947 , 5
2 , 60009 , 0
21 , 59114 , 0
13 , 59308 , 0
9 , 59815 , 2
16 , 58328 , 4
190 , 52675 , 10
8 , 59694 , 4
34 , 58769 , 2
30 , 58644 , 2
6 , 59560 , 0
160 , 44674 , 4
2 , 59799 , 0
78 , 58388 , 4
18 , 60252 , 4
20 , 58903 , 7
25 , 59553 , 18
119 , 59539 , 114
8 , 60114 , 3
120 , 58200 , 104
48 , 57661 , 0
7 , 59418 , 1
143 , 58955 , 33
27 , 58051 , 1
2 , 60009 , 0
3 , 59811 , 0
17 , 59862 , 1
3 , 60008 , 1
34 , 58554 , 8
17 , 58934 , 2
75 , 58542 , 16
6 , 59730 , 2
4 , 59861 , 2
88 , 55097 , 1
52 , 56187 , 2
2 , 59690 , 0
133 , 55204 , 44
6 , 59904 , 0
104 , 59749 , 100
4 , 59633 , 0
89 , 59678 , 83
31 , 59368 , 17
131 , 59902 , 126
13 , 62324 , 3
4 , 59711 , 0
130 , 58411 , 92
4 , 59422 , 0
3 , 59683 , 1
6 , 59824 , 1
33 , 48271 , 4
14 , 59086 , 1
13 , 60568 , 2
260 , 61331 , 0
19 , 60244 , 6
27 , 58486 , 1
13 , 59661 , 2
6 , 59290 , 1
136 , 63089 , 92
27 , 58705 , 0
2 , 59827 , 0
3 , 59721 , 0
1 , 59964 , 0
9 , 59271 , 1
219 , 54598 , 24
8 , 59844 , 6
7 , 59378 , 1
3 , 59480 , 0
55 , 60553 , 1
55 , 56934 , 4
14 , 59996 , 0
44 , 63469 , 3
36 , 61525 , 0
15 , 58128 , 2
25 , 57410 , 0
7 , 59453 , 1
39 , 59814 , 1
7 , 60114 , 0
5 , 59236 , 0
37 , 55657 , 4
4 , 59508 , 0
15 , 59649 , 12
20 , 59311 , 0
19 , 48499 , 4
16 , 59343 , 1
16 , 58857 , 7
18 , 58707 , 6
23 , 58786 , 0
10 , 59388 , 1
4 , 61052 , 1
6 , 59869 , 1
46 , 60553 , 1
12 , 59807 , 0
5 , 59755 , 1
5 , 60204 , 0
7 , 59777 , 0
26 , 52979 , 2
33 , 57678 , 0
9 , 60380 , 0
2 , 59709 , 0
2 , 59616 , 0
20 , 60309 , 0
5 , 59604 , 0
3 , 60118 , 0
47 , 58616 , 3
7 , 58816 , 0
15 , 60048 , 0
6 , 59312 , 2
51 , 60395 , 0
37 , 57250 , 5
5 , 59689 , 0
4 , 59902 , 0
14 , 58897 , 0
37 , 59703 , 1
3 , 59836 , 0
13 , 59269 , 5
73 , 57375 , 4
4 , 59911 , 0
6 , 59379 , 0
48 , 57691 , 22
3 , 59994 , 0
12 , 59637 , 1
8 , 60779 , 0
8 , 59721 , 1
20 , 58228 , 0
112 , 63867 , 3
41 , 58951 , 1
3 , 59782 , 0
1131 , 56778 , 1087
3 , 60008 , 0
22 , 58656 , 0
5 , 59860 , 3
269 , 63739 , 23
6 , 59976 , 0
2 , 59730 , 0
17 , 57561 , 4
7 , 59210 , 1
29 , 59858 , 1
89 , 57262 , 5
26 , 59822 , 2
2 , 59845 , 0
6 , 59822 , 2
11 , 60219 , 0
11 , 58948 , 1
9 , 59689 , 2
3 , 59610 , 0
6 , 59580 , 0
3 , 59790 , 0
4 , 59870 , 0
16 , 58743 , 2
36 , 64368 , 2
3 , 59787 , 1
126 , 55756 , 15
18 , 60103 , 0
6 , 59697 , 0
165 , 54124 , 15
85 , 55125 , 0
15 , 59886 , 0
37 , 57217 , 5
11 , 59931 , 7
35 , 58456 , 3
6 , 59560 , 0
6 , 59777 , 0
165 , 53408 , 4
23 , 57951 , 0
10 , 59112 , 0
28 , 56653 , 0
67 , 55199 , 3
1 , 59884 , 0
57 , 55499 , 2
3 , 59667 , 0
17 , 59948 , 15
7 , 59600 , 1
65 , 55998 , 3
374 , 52785 , 302
4 , 59488 , 0
6 , 59594 , 2
60 , 70120 , 5
96 , 57247 , 43
8 , 59825 , 0
187 , 60472 , 2
13 , 62994 , 3
90 , 58298 , 7
96 , 56055 , 14
12 , 58591 , 0
6 , 59480 , 0
10 , 59128 , 0
7 , 59813 , 1
63 , 59830 , 0
16 , 59038 , 8
17 , 58646 , 3
8 , 59725 , 0
22 , 56551 , 2
208 , 55320 , 129
106 , 72670 , 12
22 , 60138 , 3
5 , 59706 , 0
9 , 59550 , 3
13 , 58929 , 4
9 , 59149 , 0
10 , 59537 , 1
5 , 59262 , 1
4 , 60087 , 1
40 , 46090 , 8
185 , 55249 , 0
16 , 60188 , 0
10 , 60003 , 4
62 , 60073 , 1
42 , 59089 , 8
85 , 61536 , 14
3 , 59736 , 1
143 , 60352 , 20
57 , 62836 , 6
87 , 58706 , 32
21 , 59434 , 1
23 , 60141 , 3
3 , 59801 , 0
2 , 60143 , 0
12 , 59462 , 0
48 , 58651 , 4
16 , 59926 , 1
17 , 58899 , 3
34 , 58956 , 0
28 , 61870 , 3
17 , 59388 , 5
9 , 60238 , 0
13 , 59497 , 0
4 , 59849 , 0
47 , 58537 , 5
30 , 59413 , 14
21 , 60225 , 0
92 , 57825 , 13
148 , 52451 , 21
66 , 59227 , 51
11 , 59635 , 2
71 , 57061 , 22
27 , 59616 , 4
20 , 56933 , 4
149 , 58977 , 1
112 , 40806 , 8
35 , 60558 , 4
21 , 57271 , 2
10 , 60386 , 0
285 , 53767 , 0
3 , 59651 , 0
3 , 59564 , 0
4 , 59797 , 0
3 , 59738 , 0
8 , 59201 , 1
6 , 59486 , 0
51 , 57102 , 4
3 , 59747 , 1
6 , 59811 , 0
4 , 59817 , 2
31 , 58872 , 10
8 , 59396 , 0
14 , 59014 , 1
3 , 59761 , 0
15 , 60435 , 1
6 , 59349 , 0
68 , 58747 , 6
8 , 59258 , 0
9 , 59377 , 0
13 , 59457 , 1
21 , 59294 , 5
82 , 56755 , 39
10 , 58888 , 0
43 , 61645 , 5
17 , 59777 , 4
188 , 78709 , 3
136 , 58400 , 91
12 , 59146 , 3
6 , 59493 , 0
3 , 59497 , 0
4 , 59784 , 0
4 , 60039 , 0
5 , 59609 , 1
12 , 59731 , 2
17 , 58567 , 1
28 , 58868 , 7
27 , 60074 , 4
30 , 58686 , 0
4 , 59692 , 0
10 , 59285 , 6
83 , 59532 , 18
91 , 58460 , 8
0 , 60067 , 0
19 , 60587 , 1
111 , 55182 , 23
24 , 60252 , 0
152 , 54425 , 1
23 , 60305 , 0
1 , 60066 , 0
3 , 59761 , 0
11 , 59575 , 1
26 , 57968 , 10
264 , 49084 , 14
18 , 58623 , 1
12 , 58807 , 0
6 , 59701 , 2
6 , 59710 , 1
26 , 59514 , 1
64 , 56916 , 3
11 , 59794 , 1
3 , 59691 , 0
54 , 59636 , 0
23 , 60807 , 2
20 , 59443 , 8
222 , 45699 , 10
13 , 59995 , 2
12 , 59794 , 6
8 , 60273 , 1
43 , 58639 , 0
35 , 59656 , 29
16 , 59099 , 2
36 , 59100 , 0
8 , 59760 , 2
16 , 59946 , 0
8 , 59292 , 0
208 , 59794 , 158
22 , 59759 , 18
506 , 70910 , 200
79 , 58029 , 16
342 , 52046 , 2
